scene_id,qx,qy,qz,qw,i,j,k,width,label
3abe7d3f8d464dc8ba01e4cdc0e6dcca,-0.0058507381653659,-0.9941120421873216,-0.0778760057475656,-0.0751155388044221,15.887979538798211,18.198045476902983,28.689045666815712,10.666666666666664,0
3abe7d3f8d464dc8ba01e4cdc0e6dcca,0.6930981403278239,-0.0848734757179706,-0.0805246966853739,0.7112856207019737,15.31630880590153,25.54653914643514,18.4127946711499,6.802175236075372,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,-0.273357181833967,-0.1955425380692707,0.054318575168047,0.940259782898818,24.6495880602931,18.155251441735636,15.594204639229517,6.641847996138065,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,0.0172842627164357,-0.9322540993143188,-0.3585712267513944,0.0450580061698025,15.53385521221921,12.320001315478251,26.715675401052113,10.666666666666664,0
3abe7d3f8d464dc8ba01e4cdc0e6dcca,-0.3136156267666193,0.56700344866495,0.7489022488366747,0.1389163400655429,20.570420608851318,15.787325621617436,19.29268720549001,8.135104424809999,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,0.1833486174744427,-0.3674220868252557,-0.0634076616449206,0.909595384238458,29.263441493148196,22.646474687147556,15.751479208441877,6.544671470263745,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,0.0873832917496378,-0.7600816463304794,-0.6347813764135778,0.1081325824764655,17.139277061546235,10.482758541129797,20.51648806458216,10.666666666666664,0
3abe7d3f8d464dc8ba01e4cdc0e6dcca,-0.006064201444624,-0.8972870860781332,-0.4412334516430116,-0.0123349815340757,16.161586476845716,17.020350424784503,21.409804364894608,10.666666666666664,0
3abe7d3f8d464dc8ba01e4cdc0e6dcca,-0.0073187443597896,-0.9459275267789096,-0.3235881678153084,-0.021406721207687,18.507706385487595,18.133254215466394,22.36546985095005,10.666666666666664,0
3abe7d3f8d464dc8ba01e4cdc0e6dcca,0.883279381715173,0.0711707923320456,0.148118555635908,0.4391049369251308,15.756628134288583,24.759869748034195,22.728230094497984,6.7050149240785855,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,0.2923827226548969,0.2333363368204979,0.5718970515141311,0.7300686679220962,12.949302238432931,20.27991761544453,13.972959916465584,7.865521217080318,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,-0.0047985762417158,-0.3472335659050002,0.9377647186370848,0.0017767539107458,16.90231874206233,26.25471061017525,12.384882013932478,10.666666666666664,0
3abe7d3f8d464dc8ba01e4cdc0e6dcca,0.7187118227346317,0.0817569962166017,0.0882048167485803,0.6848277299682392,23.07115283946258,28.404526064566486,21.37984356201814,6.499236052463425,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,-0.3766584904341518,-0.1694737323275286,0.0675590426101168,0.908208572628803,19.628205447749718,16.315878812547783,17.202526940538117,6.512637670920358,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,0.2593240162150622,0.2488657523371996,0.0644122536668924,0.9309500273942108,13.059175998751904,21.88880125299037,14.846615624277943,7.344575896147599,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,-0.176896867837162,0.2053890156021667,0.961868801171202,-0.0364864324489167,16.423811524401998,17.55670857429482,15.788696854289556,10.666666666666664,0
3abe7d3f8d464dc8ba01e4cdc0e6dcca,0.3176137910730754,-0.9021235875369334,-0.1686498110779068,0.2384360579968309,26.38875669499978,19.580556817186103,25.62427861424738,7.326107191379692,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,0.27612315209085,-0.8433590315595986,-0.4395894563216362,-0.1387899803916607,17.510128676616183,15.822186252373998,21.505683836344236,7.328980586552172,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,-0.0898708438771452,0.380100693002243,0.9198357231769184,-0.0367278772544788,20.413902681226087,18.14192334067265,18.16643681750246,10.666666666666664,0
3abe7d3f8d464dc8ba01e4cdc0e6dcca,0.8142592788314921,0.1258217830338802,-0.2131383939996578,-0.5250930686594902,28.314105045026608,14.400726601150984,23.436166761558916,6.324970076788012,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,-0.2039884229681186,0.6062054259110454,0.7544202255961546,-0.1474917899492547,20.025429465274836,16.49600747684156,19.418484883033074,10.666666666666664,0
3abe7d3f8d464dc8ba01e4cdc0e6dcca,0.2910324522347222,-0.9416971689972016,-0.0832710625491244,-0.1468757426903442,13.737084371902103,17.335677774475688,26.498857153808007,6.738798298786292,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,0.8803979255998171,0.091155195220137,0.2043221434391039,0.4181419432254649,12.317055008519999,23.458605730276474,21.70454396443394,6.745084886098678,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,0.8832441581188653,0.0746308937463439,0.1572755420601102,0.435401413315595,15.494750801371131,23.38356382170933,22.354574231916807,6.600156529709612,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,0.886676822629879,0.0745100626216619,0.1608928097535857,0.4270432841629694,15.34690003835769,24.25653154139224,23.193488384209846,6.666647206163932,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,0.3692579130404207,0.0265039356479726,0.0105260897939542,0.9288893026006118,25.254561701473968,25.075550818054502,18.5178073699435,6.888624227533265,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,-0.1896641290461307,0.3850262068376192,0.8674441860676826,0.2516404622845527,26.109265891900343,14.662200871189958,16.988714893841678,7.187835987852519,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,-0.4851737587116737,0.3350443732836148,0.1406682915247908,0.7953389991368919,13.504755472883744,13.082701848929837,17.145550330449595,7.911668476278305,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,-0.1491936694763696,0.2868192150535577,0.9452689250853112,-0.0440754595245145,22.69333993588045,18.431245410539145,17.23224160763665,10.666666666666664,0
3abe7d3f8d464dc8ba01e4cdc0e6dcca,-0.2795012515262245,0.352918445840277,0.8686297708739842,0.2069056358158648,23.461001449737555,16.58302512353925,17.207797328711315,9.073472216699306,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,0.0158615793699187,0.5744226668820327,0.554117648714359,0.6022795376362172,10.91598733538841,13.411513847023985,16.46822473840052,2.882917736272693,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,0.0372928989189519,-0.9561557957166976,0.1549258513058712,-0.2457098178843105,16.479649063125784,22.153156884944917,28.110846583614595,10.666666666666664,0
3abe7d3f8d464dc8ba01e4cdc0e6dcca,0.3259162542245324,-0.6957751328752735,-0.6349916635012287,-0.0803812601828794,25.371883084825622,13.91331093660509,21.887469082030183,7.652237921003039,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,-0.0316710431714487,0.5308741340712358,0.8466266840863781,-0.0198206102694155,21.544966995214434,16.72317583785749,19.23844234164077,10.666666666666664,0
3abe7d3f8d464dc8ba01e4cdc0e6dcca,-0.1623026055379297,0.4119571674074279,0.4497522865231962,0.7756752137489018,11.715121569815812,13.23112988282505,12.746574326606531,1.999341505676013,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,0.2739822244551234,-0.893496907421892,-0.3233991763502685,-0.1483576416842263,22.076905796923356,15.660439588574956,26.99094936339182,6.468814253150599,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,-0.2855822863421451,0.4165666688469619,0.8415281938563657,0.1916905503100812,17.91554424823133,14.29128191526953,15.848329155332918,8.298770675882771,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,0.3547337030585413,-0.8421450270133242,0.3931705520973048,-0.1018463075157994,12.467956599717505,22.222731074546115,22.701828650850075,7.793009764858919,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,-0.1619324757810235,-0.7085918008317396,-0.3386134908390668,-0.5975085245444134,6.636479213293452,16.447495105569114,21.57269409525126,10.666666666666664,0
3abe7d3f8d464dc8ba01e4cdc0e6dcca,-0.0697579938741778,0.4520110461591319,0.8885830867584776,-0.0352127017928652,19.169099991366704,16.776479249302756,18.82424940310689,10.666666666666664,0
3abe7d3f8d464dc8ba01e4cdc0e6dcca,-0.0356182807943831,-0.9397692468125048,-0.3233386053406498,-0.1049630750077069,16.767937229767742,17.748864637227733,22.39488960187638,10.666666666666664,0
3abe7d3f8d464dc8ba01e4cdc0e6dcca,0.3496958347806195,-0.7753818428386573,-0.5258196184263785,0.003090276872926,25.941225363735168,17.02820986373669,23.02941474613201,7.475095510027652,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,-0.2718126265868962,0.5086107143195623,0.7955507230243976,0.1858281044477276,24.509083376085982,16.456538768071542,19.695677701366826,8.060795442533305,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,-0.0092202569194619,-0.9906924696165452,-0.0971948142112175,-0.0948503326185882,22.838241244844344,19.838269801030425,23.84290894966065,10.666666666666664,0
3abe7d3f8d464dc8ba01e4cdc0e6dcca,0.3166979633299788,-0.9208599709878929,0.2273367376880875,-0.0061091367768608,24.495675219061514,23.15994342573373,26.116682970558873,7.011845558625478,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,0.3080631145802394,0.4968370925304206,0.7950742418230292,0.161576517200291,14.556658713695956,15.973976449074636,17.745010290834852,10.666666666666664,0
3abe7d3f8d464dc8ba01e4cdc0e6dcca,0.2817573126807395,-0.784481971241322,-0.5360902656556085,-0.1334469205997529,20.201207512510727,13.342448000353144,22.379074758929754,7.369259705378986,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,-0.0142951143176064,-0.97993299375065,-0.1833431626586512,-0.0768912359886257,22.1547820365091,19.139448509410226,23.629395342134984,10.666666666666664,0
3abe7d3f8d464dc8ba01e4cdc0e6dcca,0.0770805963250753,-0.8492902845512479,0.5047908099769477,-0.1339807165223724,14.915235220178356,21.742988478153677,20.04478559026026,10.666666666666664,0
3abe7d3f8d464dc8ba01e4cdc0e6dcca,-0.0024549526397161,-0.8971397438155093,-0.4417118855232292,-0.0049863274754904,17.83081793635141,17.095500184819542,21.637978409492597,10.666666666666664,0
3abe7d3f8d464dc8ba01e4cdc0e6dcca,0.1450888603268229,-0.8227880747048468,-0.4567518660447629,0.3055269866921449,25.943761525575447,18.541523206035514,21.942722858777024,10.666666666666664,0
3abe7d3f8d464dc8ba01e4cdc0e6dcca,-0.2228856233681378,-0.4440387623502884,0.4817712674906489,0.7218365620046372,28.74182952198601,21.098556491343437,17.234086843649557,8.177696247661546,1
3abe7d3f8d464dc8ba01e4cdc0e6dcca,0.0458005166982405,-0.9455887276997,0.2798513945572828,-0.1595226243571141,20.269713710163543,21.737965751556782,22.58384728279838,10.666666666666664,0
